date,order_id,emp_id,item_id,quantity,item_price,order_cost,final_bill
2023-06-17,609,1080,6,2,250,500,570
2023-06-17,610,1140,5,1,225,225,256.5
2023-06-17,611,1198,8,3,250,750,855
2023-06-17,612,1062,6,1,250,250,285
2023-06-17,613,1196,13,1,125,125,142.5
2023-06-17,614,1173,8,1,250,250,285
2023-06-17,615,1004,11,2,125,250,285
2023-06-17,616,1070,11,3,125,375,427.5
2023-06-17,617,1226,12,3,150,450,513
2023-06-17,618,1044,10,2,150,300,342
2023-06-17,619,1063,4,1,150,150,171
2023-06-17,620,1030,13,3,125,375,427.5
2023-06-17,621,1187,8,3,250,750,855
2023-06-17,622,1222,9,2,300,600,684
2023-06-17,623,1188,12,1,150,150,171
2023-06-17,624,1135,12,3,150,450,513
2023-06-17,625,1033,8,1,250,250,285
2023-06-17,626,1148,12,2,150,300,342
2023-06-17,627,1121,14,2,125,250,285
2023-06-17,628,1201,6,3,250,750,855
2023-06-17,629,1130,10,2,150,300,342
2023-06-17,630,1217,10,3,150,450,513
2023-06-18,631,1151,11,1,125,125,142.5
2023-06-18,632,1224,2,3,30,90,102.6
2023-06-18,633,1006,13,2,125,250,285
2023-06-18,634,1050,14,3,125,375,427.5
2023-06-18,635,1171,1,2,30,60,68.4
2023-06-18,636,1081,6,1,250,250,285
2023-06-18,637,1121,10,2,150,300,342
2023-06-18,638,1079,1,1,30,30,34.2
2023-06-18,639,1155,6,2,250,500,570
2023-06-18,640,1209,8,1,250,250,285
2023-06-18,641,1118,5,2,225,450,513
2023-06-18,642,1105,11,3,125,375,427.5
2023-06-18,643,1115,12,3,150,450,513
2023-06-18,644,1217,8,1,250,250,285
2023-06-18,645,1009,6,1,250,250,285
2023-06-18,646,1127,3,1,30,30,34.2
2023-06-18,647,1224,5,2,225,450,513
2023-06-18,648,1097,11,3,125,375,427.5
2023-06-18,649,1231,6,1,250,250,285
2023-06-18,650,1067,5,2,225,450,513
2023-06-18,651,1037,3,2,30,60,68.4
2023-06-18,652,1007,10,3,150,450,513
2023-06-18,653,1155,1,3,30,90,102.6
2023-06-18,654,1208,3,1,30,30,34.2
2023-06-18,655,1228,1,1,30,30,34.2
2023-06-18,656,1022,9,3,300,900,1026
2023-06-18,657,1207,4,2,150,300,342
2023-06-18,658,1160,8,2,250,500,570
2023-06-18,659,1210,12,1,150,150,171
2023-06-18,660,1081,1,3,30,90,102.6
2023-06-18,661,1224,7,1,150,150,171
2023-06-18,662,1047,5,1,225,225,256.5
2023-06-18,663,1095,1,1,30,30,34.2
2023-06-18,664,1246,2,2,30,60,68.4
2023-06-18,665,1019,1,1,30,30,34.2
2023-06-18,666,1042,2,1,30,30,34.2
2023-06-18,667,1105,11,3,125,375,427.5
2023-06-19,668,1154,12,2,150,300,342
2023-06-19,669,1207,13,2,125,250,285
2023-06-19,670,1149,8,3,250,750,855
2023-06-19,671,1033,9,2,300,600,684
2023-06-19,672,1160,8,2,250,500,570
2023-06-19,673,1012,11,2,125,250,285
2023-06-19,674,1122,8,3,250,750,855
2023-06-19,675,1070,7,2,150,300,342
2023-06-19,676,1150,2,3,30,90,102.6
2023-06-19,677,1211,9,3,300,900,1026
2023-06-19,678,1244,10,2,150,300,342
2023-06-19,679,1059,2,1,30,30,34.2
2023-06-19,680,1201,7,2,150,300,342
2023-06-19,681,1126,8,3,250,750,855
2023-06-19,682,1098,7,2,150,300,342
2023-06-19,683,1090,4,1,150,150,171
2023-06-19,684,1235,4,3,150,450,513
2023-06-19,685,1170,12,1,150,150,171
2023-06-19,686,1093,2,1,30,30,34.2
2023-06-19,687,1058,11,1,125,125,142.5
2023-06-19,688,1054,2,2,30,60,68.4
2023-06-19,689,1223,4,2,150,300,342
2023-06-19,690,1238,1,1,30,30,34.2
2023-06-19,691,1059,2,3,30,90,102.6
2023-06-19,692,1152,11,2,125,250,285
2023-06-19,693,1026,3,3,30,90,102.6
2023-06-19,694,1229,5,1,225,225,256.5
2023-06-19,695,1072,10,2,150,300,342
2023-06-19,696,1042,2,3,30,90,102.6
2023-06-19,697,1185,1,2,30,60,68.4
2023-06-19,698,1113,7,1,150,150,171
2023-06-19,699,1110,8,1,250,250,285
2023-06-19,700,1212,12,3,150,450,513
2023-06-20,701,1024,2,3,30,90,102.6
2023-06-20,702,1207,2,3,30,90,102.6
2023-06-20,703,1175,9,1,300,300,342
2023-06-20,704,1154,3,2,30,60,68.4
2023-06-20,705,1210,14,3,125,375,427.5
2023-06-20,706,1087,5,1,225,225,256.5
2023-06-20,707,1022,2,3,30,90,102.6
2023-06-20,708,1026,9,3,300,900,1026
2023-06-20,709,1108,4,3,150,450,513
2023-06-20,710,1155,11,2,125,250,285
2023-06-20,711,1078,3,2,30,60,68.4
2023-06-20,712,1244,7,3,150,450,513
2023-06-20,713,1046,3,1,30,30,34.2
2023-06-20,714,1079,8,3,250,750,855
2023-06-20,715,1151,8,3,250,750,855
2023-06-20,716,1013,8,1,250,250,285
2023-06-20,717,1210,12,3,150,450,513
2023-06-20,718,1003,12,1,150,150,171
2023-06-20,719,1198,3,3,30,90,102.6
2023-06-20,720,1105,13,3,125,375,427.5
2023-06-20,721,1126,3,1,30,30,34.2
2023-06-20,722,1188,9,1,300,300,342
2023-06-20,723,1241,2,1,30,30,34.2
2023-06-20,724,1050,2,2,30,60,68.4
2023-06-20,725,1194,8,3,250,750,855
2023-06-20,726,1175,13,2,125,250,285
2023-06-20,727,1098,14,1,125,125,142.5
2023-06-21,728,1012,2,3,30,90,102.6
2023-06-21,729,1244,5,2,225,450,513
2023-06-21,730,1083,2,2,30,60,68.4
2023-06-21,731,1209,3,2,30,60,68.4
2023-06-21,732,1110,3,1,30,30,34.2
2023-06-21,733,1227,12,3,150,450,513
2023-06-21,734,1196,1,2,30,60,68.4
2023-06-21,735,1189,3,3,30,90,102.6
2023-06-21,736,1128,9,1,300,300,342
2023-06-21,737,1158,7,3,150,450,513
2023-06-21,738,1029,10,2,150,300,342
2023-06-21,739,1072,4,1,150,150,171
2023-06-21,740,1163,5,3,225,675,769.5
2023-06-21,741,1106,7,3,150,450,513
2023-06-21,742,1043,8,2,250,500,570
2023-06-21,743,1170,11,3,125,375,427.5
2023-06-21,744,1064,12,1,150,150,171
2023-06-21,745,1231,4,1,150,150,171
2023-06-21,746,1247,1,2,30,60,68.4
2023-06-21,747,1075,8,2,250,500,570
2023-06-21,748,1091,1,3,30,90,102.6
2023-06-21,749,1020,3,2,30,60,68.4
2023-06-21,750,1036,2,3,30,90,102.6
2023-06-21,751,1210,14,2,125,250,285
2023-06-21,752,1125,5,3,225,675,769.5
2023-06-21,753,1147,6,3,250,750,855
2023-06-21,754,1246,5,3,225,675,769.5
2023-06-21,755,1207,10,1,150,150,171
2023-06-21,756,1140,11,1,125,125,142.5
2023-06-21,757,1200,5,1,225,225,256.5
2023-06-21,758,1039,1,3,30,90,102.6
2023-06-21,759,1239,11,2,125,250,285
2023-06-21,760,1022,3,3,30,90,102.6
2023-06-21,761,1103,13,2,125,250,285
2023-06-21,762,1235,8,3,250,750,855
2023-06-22,763,1248,13,1,125,125,142.5
2023-06-22,764,1111,7,2,150,300,342
2023-06-22,765,1060,4,1,150,150,171
2023-06-22,766,1169,6,2,250,500,570
2023-06-22,767,1229,12,2,150,300,342
2023-06-22,768,1179,5,1,225,225,256.5
2023-06-22,769,1190,3,3,30,90,102.6
2023-06-22,770,1073,3,3,30,90,102.6
2023-06-22,771,1045,7,1,150,150,171
2023-06-22,772,1140,14,1,125,125,142.5
2023-06-22,773,1200,9,3,300,900,1026
2023-06-22,774,1159,12,1,150,150,171
2023-06-22,775,1041,6,1,250,250,285
2023-06-22,776,1137,1,3,30,90,102.6
2023-06-22,777,1093,12,1,150,150,171
2023-06-22,778,1128,2,2,30,60,68.4
2023-06-22,779,1016,10,3,150,450,513
2023-06-22,780,1020,12,1,150,150,171
2023-06-22,781,1183,3,1,30,30,34.2
2023-06-22,782,1002,1,3,30,90,102.6
2023-06-22,783,1059,2,1,30,30,34.2
2023-06-22,784,1175,7,1,150,150,171
2023-06-22,785,1130,10,2,150,300,342
2023-06-22,786,1197,9,1,300,300,342
2023-06-22,787,1056,3,2,30,60,68.4
2023-06-22,788,1089,12,3,150,450,513
2023-06-22,789,1177,5,1,225,225,256.5
2023-06-23,790,1224,13,2,125,250,285
2023-06-23,791,1050,12,2,150,300,342
2023-06-23,792,1063,3,2,30,60,68.4
2023-06-23,793,1169,7,1,150,150,171
2023-06-23,794,1118,10,3,150,450,513
2023-06-23,795,1148,12,3,150,450,513
2023-06-23,796,1145,2,2,30,60,68.4
2023-06-23,797,1038,1,2,30,60,68.4
2023-06-23,798,1128,10,2,150,300,342
2023-06-23,799,1139,2,2,30,60,68.4
2023-06-23,800,1098,3,3,30,90,102.6
2023-06-23,801,1232,5,2,225,450,513
2023-06-23,802,1190,4,1,150,150,171
2023-06-23,803,1129,4,1,150,150,171
2023-06-23,804,1165,13,1,125,125,142.5
2023-06-23,805,1165,6,2,250,500,570
2023-06-23,806,1241,1,3,30,90,102.6
2023-06-23,807,1204,9,3,300,900,1026
2023-06-23,808,1216,14,1,125,125,142.5
2023-06-23,809,1245,1,2,30,60,68.4
2023-06-23,810,1216,13,2,125,250,285
2023-06-23,811,1209,2,1,30,30,34.2
2023-06-23,812,1029,4,1,150,150,171
2023-06-23,813,1169,6,3,250,750,855
2023-06-23,814,1124,2,1,30,30,34.2
2023-06-23,815,1233,1,3,30,90,102.6
2023-06-23,816,1207,5,3,225,675,769.5
2023-06-23,817,1169,6,3,250,750,855
2023-06-23,818,1169,2,1,30,30,34.2
2023-06-23,819,1246,2,3,30,90,102.6
2023-06-23,820,1095,10,2,150,300,342
2023-06-23,821,1171,8,1,250,250,285
2023-06-23,822,1089,14,1,125,125,142.5
2023-06-23,823,1244,2,3,30,90,102.6
2023-06-23,824,1066,4,3,150,450,513
2023-06-23,825,1214,10,3,150,450,513
2023-06-23,826,1075,7,3,150,450,513
2023-06-23,827,1036,9,3,300,900,1026
2023-06-24,828,1127,11,2,125,250,285
2023-06-24,829,1166,7,3,150,450,513
2023-06-24,830,1071,2,1,30,30,34.2
2023-06-24,831,1237,13,1,125,125,142.5
2023-06-24,832,1087,4,2,150,300,342
2023-06-24,833,1221,9,1,300,300,342
2023-06-24,834,1137,2,1,30,30,34.2
2023-06-24,835,1224,9,1,300,300,342
2023-06-24,836,1162,1,3,30,90,102.6
2023-06-24,837,1154,6,3,250,750,855
2023-06-24,838,1067,2,2,30,60,68.4
2023-06-24,839,1067,5,2,225,450,513
2023-06-24,840,1041,9,3,300,900,1026
2023-06-24,841,1167,13,1,125,125,142.5
2023-06-24,842,1128,14,3,125,375,427.5
2023-06-24,843,1154,12,2,150,300,342
2023-06-24,844,1032,1,3,30,90,102.6
2023-06-24,845,1224,9,2,300,600,684
2023-06-24,846,1117,7,1,150,150,171
2023-06-24,847,1131,6,1,250,250,285
2023-06-24,848,1234,13,1,125,125,142.5
2023-06-24,849,1197,10,2,150,300,342
2023-06-24,850,1180,4,2,150,300,342
2023-06-24,851,1179,7,2,150,300,342
2023-06-24,852,1140,10,3,150,450,513
2023-06-24,853,1160,11,1,125,125,142.5
2023-06-24,854,1004,1,1,30,30,34.2
2023-06-24,855,1221,7,1,150,150,171
2023-06-24,856,1048,7,3,150,450,513
2023-06-25,857,1143,9,2,300,600,684
2023-06-25,858,1027,10,2,150,300,342
2023-06-25,859,1005,10,1,150,150,171
2023-06-25,860,1019,5,3,225,675,769.5
2023-06-25,861,1069,6,2,250,500,570
2023-06-25,862,1109,2,3,30,90,102.6
2023-06-25,863,1111,12,2,150,300,342
2023-06-25,864,1132,9,2,300,600,684
2023-06-25,865,1187,1,3,30,90,102.6
2023-06-25,866,1034,1,1,30,30,34.2
2023-06-25,867,1233,10,2,150,300,342
2023-06-25,868,1134,4,3,150,450,513
2023-06-25,869,1079,12,2,150,300,342
2023-06-25,870,1247,8,1,250,250,285
2023-06-25,871,1006,4,3,150,450,513
2023-06-25,872,1233,4,1,150,150,171
2023-06-25,873,1235,1,1,30,30,34.2
2023-06-25,874,1131,8,1,250,250,285
2023-06-25,875,1203,14,1,125,125,142.5
2023-06-25,876,1108,3,2,30,60,68.4
2023-06-25,877,1226,13,2,125,250,285
2023-06-25,878,1048,5,2,225,450,513
2023-06-25,879,1056,14,3,125,375,427.5
2023-06-25,880,1073,1,1,30,30,34.2
2023-06-25,881,1033,9,3,300,900,1026
2023-06-25,882,1083,3,1,30,30,34.2
2023-06-25,883,1210,4,1,150,150,171
2023-06-25,884,1133,2,2,30,60,68.4
2023-06-25,885,1071,9,1,300,300,342
2023-06-25,886,1145,9,1,300,300,342
2023-06-25,887,1052,11,1,125,125,142.5
2023-06-25,888,1176,2,3,30,90,102.6
2023-06-25,889,1150,11,2,125,250,285
2023-06-25,890,1134,5,2,225,450,513
2023-06-25,891,1125,13,3,125,375,427.5
2023-06-25,892,1135,10,1,150,150,171
2023-06-25,893,1044,6,3,250,750,855
2023-06-25,894,1221,4,2,150,300,342
2023-06-25,895,1027,14,3,125,375,427.5
2023-06-25,896,1167,13,3,125,375,427.5
2023-06-25,897,1020,13,1,125,125,142.5
2023-06-26,898,1221,11,2,125,250,285
2023-06-26,899,1188,11,2,125,250,285
2023-06-26,900,1164,4,1,150,150,171
2023-06-26,901,1072,13,1,125,125,142.5
2023-06-26,902,1142,11,1,125,125,142.5
2023-06-26,903,1098,9,2,300,600,684
2023-06-26,904,1229,3,3,30,90,102.6
2023-06-26,905,1064,5,1,225,225,256.5
2023-06-26,906,1143,10,3,150,450,513
2023-06-26,907,1233,10,3,150,450,513
2023-06-26,908,1183,12,3,150,450,513
2023-06-26,909,1017,5,2,225,450,513
2023-06-26,910,1044,6,2,250,500,570
2023-06-26,911,1111,6,1,250,250,285
2023-06-26,912,1076,14,1,125,125,142.5
2023-06-26,913,1125,8,1,250,250,285
2023-06-26,914,1153,3,2,30,60,68.4
2023-06-26,915,1158,3,1,30,30,34.2
2023-06-26,916,1206,5,2,225,450,513
2023-06-26,917,1094,3,3,30,90,102.6
2023-06-26,918,1083,2,3,30,90,102.6
2023-06-26,919,1157,10,3,150,450,513
2023-06-26,920,1143,12,2,150,300,342
2023-06-26,921,1045,9,3,300,900,1026
2023-06-26,922,1201,10,3,150,450,513
2023-06-26,923,1223,8,1,250,250,285
2023-06-26,924,1239,5,2,225,450,513
2023-06-26,925,1143,14,3,125,375,427.5
2023-06-26,926,1247,3,3,30,90,102.6
2023-06-26,927,1119,8,2,250,500,570
2023-06-26,928,1215,12,1,150,150,171
2023-06-26,929,1202,10,2,150,300,342
2023-06-26,930,1172,9,2,300,600,684
2023-06-26,931,1092,11,2,125,250,285
2023-06-26,932,1178,7,1,150,150,171
2023-06-26,933,1206,13,2,125,250,285
2023-06-26,934,1140,5,1,225,225,256.5
2023-06-26,935,1138,8,3,250,750,855
2023-06-26,936,1217,5,1,225,225,256.5
2023-06-26,937,1053,9,3,300,900,1026
2023-06-27,938,1105,8,3,250,750,855
2023-06-27,939,1046,10,3,150,450,513
2023-06-27,940,1110,2,3,30,90,102.6
2023-06-27,941,1087,6,3,250,750,855
2023-06-27,942,1231,11,1,125,125,142.5
2023-06-27,943,1072,8,2,250,500,570
2023-06-27,944,1099,9,1,300,300,342
2023-06-27,945,1061,5,3,225,675,769.5
2023-06-27,946,1190,8,2,250,500,570
2023-06-27,947,1050,13,2,125,250,285
2023-06-27,948,1003,6,2,250,500,570
2023-06-27,949,1112,5,3,225,675,769.5
2023-06-27,950,1031,5,2,225,450,513
2023-06-27,951,1246,2,2,30,60,68.4
2023-06-27,952,1050,14,3,125,375,427.5
2023-06-27,953,1023,6,2,250,500,570
2023-06-27,954,1222,7,3,150,450,513
2023-06-27,955,1014,4,2,150,300,342
2023-06-27,956,1048,8,2,250,500,570
2023-06-27,957,1218,10,2,150,300,342
2023-06-27,958,1143,8,2,250,500,570
2023-06-27,959,1184,11,3,125,375,427.5
2023-06-27,960,1063,3,3,30,90,102.6
2023-06-27,961,1018,9,1,300,300,342
2023-06-27,962,1102,2,2,30,60,68.4
2023-06-27,963,1039,12,3,150,450,513
2023-06-27,964,1016,14,1,125,125,142.5
2023-06-27,965,1177,6,3,250,750,855
2023-06-27,966,1243,3,2,30,60,68.4
2023-06-28,967,1066,5,1,225,225,256.5
2023-06-28,968,1055,8,3,250,750,855
2023-06-28,969,1179,14,1,125,125,142.5
2023-06-28,970,1229,10,2,150,300,342
2023-06-28,971,1097,5,3,225,675,769.5
2023-06-28,972,1130,12,2,150,300,342
2023-06-28,973,1095,13,3,125,375,427.5
2023-06-28,974,1070,1,1,30,30,34.2
2023-06-28,975,1134,12,2,150,300,342
2023-06-28,976,1208,5,3,225,675,769.5
2023-06-28,977,1051,13,3,125,375,427.5
2023-06-28,978,1181,11,3,125,375,427.5
2023-06-28,979,1052,6,2,250,500,570
2023-06-28,980,1162,12,2,150,300,342
2023-06-28,981,1140,12,3,150,450,513
2023-06-28,982,1001,3,1,30,30,34.2
2023-06-28,983,1094,11,1,125,125,142.5
2023-06-28,984,1132,1,2,30,60,68.4
2023-06-28,985,1216,11,1,125,125,142.5
2023-06-28,986,1026,6,2,250,500,570
2023-06-28,987,1220,2,3,30,90,102.6
2023-06-28,988,1246,11,1,125,125,142.5
2023-06-28,989,1217,7,3,150,450,513
2023-06-28,990,1217,10,2,150,300,342
2023-06-28,991,1104,10,2,150,300,342
2023-06-28,992,1082,8,2,250,500,570
2023-06-28,993,1080,1,2,30,60,68.4
2023-06-28,994,1220,7,2,150,300,342
2023-06-28,995,1154,1,1,30,30,34.2
2023-06-28,996,1076,7,1,150,150,171
2023-06-28,997,1176,14,1,125,125,142.5
2023-06-29,998,1022,12,2,150,300,342
2023-06-29,999,1187,5,1,225,225,256.5
2023-06-29,1000,1064,6,2,250,500,570
2023-06-29,1001,1115,5,3,225,675,769.5
2023-06-29,1002,1238,13,3,125,375,427.5
2023-06-29,1003,1235,14,3,125,375,427.5
2023-06-29,1004,1038,7,1,150,150,171
2023-06-29,1005,1226,14,2,125,250,285
2023-06-29,1006,1189,4,1,150,150,171
2023-06-29,1007,1229,13,3,125,375,427.5
2023-06-29,1008,1244,2,1,30,30,34.2
2023-06-29,1009,1234,11,3,125,375,427.5
2023-06-29,1010,1049,5,3,225,675,769.5
2023-06-29,1011,1218,10,1,150,150,171
2023-06-29,1012,1077,2,2,30,60,68.4
2023-06-29,1013,1004,10,2,150,300,342
2023-06-29,1014,1192,6,2,250,500,570
2023-06-29,1015,1096,9,2,300,600,684
2023-06-29,1016,1094,1,1,30,30,34.2
2023-06-29,1017,1121,10,1,150,150,171
2023-06-29,1018,1088,8,3,250,750,855
2023-06-29,1019,1001,2,1,30,30,34.2
2023-06-29,1020,1209,2,2,30,60,68.4
2023-06-29,1021,1064,2,2,30,60,68.4
2023-06-29,1022,1236,7,1,150,150,171
2023-06-29,1023,1106,13,3,125,375,427.5
2023-06-29,1024,1091,11,1,125,125,142.5
2023-06-29,1025,1071,6,2,250,500,570
2023-06-29,1026,1100,9,1,300,300,342
2023-06-29,1027,1019,14,3,125,375,427.5
2023-06-29,1028,1131,9,3,300,900,1026
2023-06-29,1029,1110,3,1,30,30,34.2
2023-06-29,1030,1140,7,1,150,150,171
2023-06-29,1031,1193,2,1,30,30,34.2
2023-06-29,1032,1095,4,2,150,300,342
2023-06-29,1033,1171,13,1,125,125,142.5
2023-06-29,1034,1206,9,2,300,600,684
2023-06-29,1035,1163,9,1,300,300,342
2023-06-29,1036,1234,13,1,125,125,142.5
2023-06-29,1037,1249,8,2,250,500,570
2023-06-29,1038,1188,13,3,125,375,427.5
2023-06-29,1039,1095,6,3,250,750,855
2023-06-30,1040,1088,12,3,150,450,513
2023-06-30,1041,1050,2,1,30,30,34.2
2023-06-30,1042,1031,14,3,125,375,427.5
2023-06-30,1043,1055,6,1,250,250,285
2023-06-30,1044,1210,1,3,30,90,102.6
2023-06-30,1045,1107,4,3,150,450,513
2023-06-30,1046,1081,2,2,30,60,68.4
2023-06-30,1047,1009,13,1,125,125,142.5
2023-06-30,1048,1001,13,2,125,250,285
2023-06-30,1049,1238,11,3,125,375,427.5
2023-06-30,1050,1074,13,3,125,375,427.5
2023-06-30,1051,1203,1,1,30,30,34.2
2023-06-30,1052,1089,9,1,300,300,342
2023-06-30,1053,1095,2,2,30,60,68.4
2023-06-30,1054,1085,13,1,125,125,142.5
2023-06-30,1055,1052,9,2,300,600,684
2023-06-30,1056,1084,7,2,150,300,342
2023-06-30,1057,1122,10,2,150,300,342
2023-06-30,1058,1229,4,2,150,300,342
2023-06-30,1059,1153,6,2,250,500,570
2023-06-30,1060,1234,12,1,150,150,171
2023-06-30,1061,1033,13,3,125,375,427.5
2023-06-30,1062,1133,2,1,30,30,34.2
2023-06-30,1063,1021,5,1,225,225,256.5
2023-06-30,1064,1240,5,2,225,450,513
2023-06-30,1065,1017,7,3,150,450,513
2023-06-30,1066,1174,8,3,250,750,855
2023-06-30,1067,1023,10,3,150,450,513
2023-06-30,1068,1248,11,3,125,375,427.5
2023-06-30,1069,1090,11,2,125,250,285
2023-06-30,1070,1139,6,2,250,500,570
2023-06-30,1071,1154,12,3,150,450,513
2023-06-30,1072,1036,1,2,30,60,68.4
2023-06-30,1073,1044,10,1,150,150,171
2023-06-30,1074,1224,7,1,150,150,171
2023-06-30,1075,1165,10,1,150,150,171
2023-06-30,1076,1214,3,1,30,30,34.2
2023-06-30,1077,1165,14,2,125,250,285
2023-06-30,1078,1078,6,1,250,250,285
2023-07-01,1079,1247,10,1,150,150,171
2023-07-01,1080,1210,11,1,125,125,142.5
2023-07-01,1081,1037,4,2,150,300,342
2023-07-01,1082,1212,7,1,150,150,171
2023-07-01,1083,1249,4,3,150,450,513
2023-07-01,1084,1006,9,1,300,300,342
2023-07-01,1085,1007,7,3,150,450,513
2023-07-01,1086,1071,2,2,30,60,68.4
2023-07-01,1087,1016,2,1,30,30,34.2
2023-07-01,1088,1062,4,3,150,450,513
2023-07-01,1089,1075,4,3,150,450,513
2023-07-01,1090,1164,7,2,150,300,342
2023-07-01,1091,1075,13,3,125,375,427.5
2023-07-01,1092,1152,4,1,150,150,171
2023-07-01,1093,1017,11,2,125,250,285
2023-07-01,1094,1095,3,2,30,60,68.4
2023-07-01,1095,1083,12,3,150,450,513
2023-07-01,1096,1161,11,3,125,375,427.5
2023-07-01,1097,1025,6,2,250,500,570
2023-07-01,1098,1068,9,3,300,900,1026
2023-07-01,1099,1113,13,1,125,125,142.5
2023-07-01,1100,1192,6,3,250,750,855
2023-07-01,1101,1078,8,1,250,250,285
2023-07-01,1102,1170,2,2,30,60,68.4
2023-07-01,1103,1025,4,2,150,300,342
2023-07-01,1104,1140,14,2,125,250,285
2023-07-01,1105,1126,7,2,150,300,342
2023-07-01,1106,1092,9,3,300,900,1026
2023-07-01,1107,1168,5,1,225,225,256.5
2023-07-01,1108,1104,7,2,150,300,342
2023-07-02,1109,1101,2,2,30,60,68.4
2023-07-02,1110,1095,12,3,150,450,513
2023-07-02,1111,1160,8,3,250,750,855
2023-07-02,1112,1026,5,3,225,675,769.5
2023-07-02,1113,1114,9,1,300,300,342
2023-07-02,1114,1026,8,3,250,750,855
2023-07-02,1115,1224,2,3,30,90,102.6
2023-07-02,1116,1207,9,2,300,600,684
2023-07-02,1117,1140,13,3,125,375,427.5
2023-07-02,1118,1023,3,3,30,90,102.6
2023-07-02,1119,1210,10,3,150,450,513
2023-07-02,1120,1131,4,3,150,450,513
2023-07-02,1121,1238,4,1,150,150,171
2023-07-02,1122,1051,14,3,125,375,427.5
2023-07-02,1123,1220,3,3,30,90,102.6
2023-07-02,1124,1080,6,1,250,250,285
2023-07-02,1125,1021,5,1,225,225,256.5
2023-07-02,1126,1071,8,1,250,250,285
2023-07-02,1127,1081,14,3,125,375,427.5
2023-07-02,1128,1184,6,1,250,250,285
2023-07-02,1129,1149,5,2,225,450,513
2023-07-02,1130,1214,14,2,125,250,285
2023-07-02,1131,1211,14,2,125,250,285
2023-07-02,1132,1170,13,3,125,375,427.5
2023-07-02,1133,1196,13,1,125,125,142.5
2023-07-02,1134,1051,11,1,125,125,142.5
2023-07-02,1135,1223,13,1,125,125,142.5
2023-07-02,1136,1216,2,2,30,60,68.4
2023-07-02,1137,1238,14,2,125,250,285
2023-07-02,1138,1117,2,2,30,60,68.4
2023-07-02,1139,1154,10,2,150,300,342
2023-07-02,1140,1197,1,2,30,60,68.4
2023-07-02,1141,1099,3,2,30,60,68.4
2023-07-02,1142,1239,8,2,250,500,570
2023-07-03,1143,1123,10,1,150,150,171
2023-07-03,1144,1175,13,3,125,375,427.5
2023-07-03,1145,1186,5,3,225,675,769.5
2023-07-03,1146,1228,1,3,30,90,102.6
2023-07-03,1147,1138,5,3,225,675,769.5
2023-07-03,1148,1018,5,2,225,450,513
2023-07-03,1149,1031,9,2,300,600,684
2023-07-03,1150,1187,13,3,125,375,427.5
2023-07-03,1151,1135,6,2,250,500,570
2023-07-03,1152,1036,7,2,150,300,342
2023-07-03,1153,1182,2,2,30,60,68.4
2023-07-03,1154,1053,5,2,225,450,513
2023-07-03,1155,1026,6,2,250,500,570
2023-07-03,1156,1149,9,2,300,600,684
2023-07-03,1157,1116,11,1,125,125,142.5
2023-07-03,1158,1060,13,2,125,250,285
2023-07-03,1159,1138,7,3,150,450,513
2023-07-03,1160,1111,4,2,150,300,342
2023-07-03,1161,1018,2,1,30,30,34.2
2023-07-03,1162,1121,8,3,250,750,855
2023-07-03,1163,1003,10,1,150,150,171
2023-07-03,1164,1126,9,2,300,600,684
2023-07-03,1165,1138,13,2,125,250,285
2023-07-03,1166,1005,4,3,150,450,513
2023-07-03,1167,1157,14,3,125,375,427.5
2023-07-04,1168,1222,8,2,250,500,570
2023-07-04,1169,1071,4,2,150,300,342
2023-07-04,1170,1064,2,3,30,90,102.6
2023-07-04,1171,1148,3,2,30,60,68.4
2023-07-04,1172,1039,13,1,125,125,142.5
2023-07-04,1173,1123,6,2,250,500,570
2023-07-04,1174,1140,3,3,30,90,102.6
2023-07-04,1175,1122,10,1,150,150,171
2023-07-04,1176,1127,4,3,150,450,513
2023-07-04,1177,1131,5,2,225,450,513
2023-07-04,1178,1061,8,2,250,500,570
2023-07-04,1179,1133,14,3,125,375,427.5
2023-07-04,1180,1154,5,1,225,225,256.5
2023-07-04,1181,1140,8,1,250,250,285
2023-07-04,1182,1003,1,3,30,90,102.6
2023-07-04,1183,1034,5,3,225,675,769.5
2023-07-04,1184,1145,11,2,125,250,285
2023-07-04,1185,1050,3,2,30,60,68.4
2023-07-04,1186,1167,11,3,125,375,427.5
2023-07-04,1187,1042,9,3,300,900,1026
2023-07-04,1188,1192,9,1,300,300,342
2023-07-04,1189,1189,8,1,250,250,285
2023-07-04,1190,1065,12,2,150,300,342
2023-07-04,1191,1184,14,2,125,250,285
2023-07-04,1192,1249,4,1,150,150,171
2023-07-04,1193,1124,6,3,250,750,855
2023-07-04,1194,1060,14,1,125,125,142.5
2023-07-04,1195,1204,13,3,125,375,427.5
2023-07-04,1196,1087,7,2,150,300,342
2023-07-04,1197,1129,7,3,150,450,513
2023-07-04,1198,1147,9,1,300,300,342
2023-07-04,1199,1178,10,3,150,450,513
2023-07-04,1200,1102,5,2,225,450,513
2023-07-04,1201,1140,1,3,30,90,102.6
2023-07-04,1202,1048,6,1,250,250,285
2023-07-04,1203,1232,12,2,150,300,342
2023-07-04,1204,1187,13,2,125,250,285
2023-07-04,1205,1241,11,2,125,250,285
2023-07-05,1206,1003,10,2,150,300,342
2023-07-05,1207,1207,7,1,150,150,171
2023-07-05,1208,1147,5,2,225,450,513
2023-07-05,1209,1086,4,3,150,450,513
2023-07-05,1210,1187,7,1,150,150,171
